"Node 1","Node 2","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Rating (MVA)"
TILB14,TILB21,0.376,12.828,-0.616,120
TINP2A,TINP31,0.463,20.095,-0.938,100
TINP2A,TINP32,0.468,24.496,-0.372,100
TINP2B,TINP31,0.475,20.094,-0.936,100
TINP2B,TINP32,0.492,23.912,-0.361,120
TODP20,TODP60,0.459,16.619,-0.445,101
TODP20,TODP60,0.459,16.583,-0.736,120
TOTT11,TOTE21,0.16,8.248,-0.705,240
TOTT11,TOTE22,0.193,8.303,-0.868,180
TOTT12,TOTW21,0.113,8.703,-0.84,240
TOTT12,TOTW22,0.11,8.633,-0.817,240
TRAW10,TRAW20,0.298,12.405,-1.109,120
TRAW10,TRAW20,0.298,12.246,-1.758,120
TREM20,TREM30,0.464,17.894,-0.306,120
TYNE10,TYNE20,0.149,8.54,-0.76,240
TYNE10,TYNE20,0.146,8.645,-0.679,240
TYNE20,TYNE50,1.23,53.275,1.23,40
TYNE2A,TYNE50,1.23,53.15,1.23,40
UPPB10,UPPB21,0.097,8.458,-0.251,222
UPPB10,UPPB21,0.098,8.441,-0.116,240
UPPB22,UPPB30,0.48,17.994,-0.288,100
UPPB22,UPPB30,0.514,18.04,-0.335,100
USKM11,USKM20,0.135,8.332,-0.251,240
USKM11,USKM2A,0.375,11.611,0,120
USKM12,USKM20,0.135,8.332,-0.251,240
USKM12,USKM20,0.135,8.332,-0.251,240
USKM20,ALST31,0.514,18.223,-0.355,100
USKM20,ALST32,0.511,17.953,-0.486,100
WALP11,WALP40,0.148,8.332,-0.263,240
WALP12,WALP40,0.173,8.411,-0.666,240
WALP13,WALP40,0.162,8.29,-0.976,240
WALP1M,WALP40,0.178,8.594,-0.79,240
WARL10,WARL20,0.112,8.653,-0.574,240
WARL10,WARL20,0.123,8.516,-0.544,240
WARL1M,WARL20,0.111,8.654,-0.663,240
WASF1A,WASF2B,0.196,7.833,-0.395,180
WASF1B,WASF2A,0.197,7.97,-0.208,180
WATS11,WATS22,0.364,11.211,-1.699,120
WATS11,WATS22,0.357,11.153,-1.506,120
WATS12,WATS21,0.192,8.22,-0.919,180
WATS12,WATS22,0.131,8.057,-0.494,240
WATS1M,WATS21,0.134,8.457,-0.454,240
WBOL20,WBOL60,0.371,16.662,-1.502,120
WBOL20,WBOL60,0.373,16.663,-2.826,120
WBOL20,WBOL60,0.474,16.243,-2.611,120
WBOL20,WBOL60,0.32,13.33,-0.503,180
WBUR10,WBUR41,0.176,8.498,-1.212,240
WBUR10,WBUR42,0.174,8.498,-0.608,240
WHAM11,WHAM40,0.1,7.999,-0.317,240
WHAM11,WHAM40,0.103,7.999,-0.255,240
WHAM12,WHAM40,0.101,7.958,-1.054,240
WHAM12,WHAM40,0.101,7.958,-0.317,240
WHGA10,WHGA20,0.163,8.044,-0.647,240
WHGA10,WHGA20,0.166,8.12,-0.808,240
WHGA1M,WHGA20,0.164,8.057,-0.643,240
WHSO20,WHSO31,0.591,19.138,-0.906,100
WHSO20,WHSO31,0.599,19.084,-0.928,100
WHSO20,WHSO32,0.58,18.991,-0.873,100
WHSO20,WHSO32,0.59,19.058,-0.935,100
WIBA20,WIBA30,0.825,26.1,-0.132,100
WIBA20,WIBA30,0.601,25.993,-0.112,100
WIEN10,WIEN2A,0.151,8.832,-0.644,240
WIEN10,WIEN2B,0.137,8.066,-0.105,240
WILL10,WILE40,0.107,7.958,-0.286,270
WILL10,WILE40,0.102,7.958,-0.277,240
WILL10,WILL20,0.29,12.255,-1.924,120
WILL10,WILL20,0.308,12.27,-0.715,120
WILL1M,WILL20,0.294,12.28,-0.715,120
WIMB11,WIMB20,0.167,8.112,-0.457,240
WIMB11,WIMB20,0.188,7.917,-0.365,240
WIMB12,WIMB20,0.167,8.042,-0.444,240
WIMB12,WIMB20,0.187,7.967,-0.381,240
WIMB13,WIMB20,0.193,8.311,-0.922,180
WIMB14,WIMB20,0.193,8.317,-0.908,180
WISD10,WISD20,0.167,8.04,-0.525,240
WISD10,WISD20,0.182,8.144,-0.313,240
WISD10,WISD20,0.166,8.019,-0.276,240
WISD20,WISD60,0.319,14.552,-0.521,180
WISD20,WISD60,0.315,14.274,-0.5,180
WISD20,WISD60,0.32,14.33,-0.583,180
WMEL11,WMEL20,0.292,13.46,-1.159,120
WMEL11,WMEL20,0.292,13.48,-1.098,120
WMEL11,WMEL20,0.289,13.497,-1.458,120
WMEL11,WMEL20,0.291,13.414,-1.319,120
WMEL12,WMEL20,0.155,7.848,-0.511,180
WMEL12,WMEL20,0.149,8.221,-1.498,180
WMEL12,WMEL20,0.148,8.165,-1.467,180
WTHU2A,WTHU30,0.628,29.673,-0.173,75
WTHU2B,WTHU30,0.628,29.673,-0.173,75
WWEY11,WWEY21,0.122,8.462,-0.374,240
WWEY11,WWEY22,0.118,8.45,-0.378,240
WWEY12,WWEY21,0.31,13.208,-2.156,115
WWEY12,WWEY21,0.304,13.091,-2.211,115
WWEY1M,WWEY21,0.192,8.111,-0.531,180
WWEY1N,WWEY21,0.194,8.087,-0.624,180
WYLF10,WYLF40,0.137,7.874,-0.317,220
WYLF10,WYLF40,0.162,8.319,-1.631,240
WYLF10,WYLF40,0.122,8.353,-0.267,240
WYLF1M,WYLF40,0.137,7.916,-0.317,220
WYMO10,WYMO40,0.162,8.148,-0.791,240
WYMO10,WYMO40,0.163,8.332,-0.801,240
